id;ResponsID;Tiener_kind_code;Ouder_kind_code;Bijbaan_code;Werkloos_code;Koop_code;Sociaal_huur_code;Student;Mid_inkomen_code;Hoog_inkomen_code;Makkelijk_meer_minder_werk_code;Opleiding_code;single_parent_code;geslacht_code;Jong_kind_code;welfare_gap;Age_18_27_code;Age_51_67_code;tweedeverdiender;Bijstand;Parttime_code;Index1;Support;Labor_participation;Difference;UBI_1200;UBI_630;No_tax_deduction;Make_UBI_taxable;Health_allowance;No_allowances;UBI_child_300;UBI_child_185
1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;1;1;0;-0.61;1;0;1;0;1;0;1;0
1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;2;5;0;1.54;1;0;0;1;-1;-1;0;1
1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;3;5;0;1.88;1;0;-1;-1;0;1;-1;-1
1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;4;4;0;-1.82;0;1;0;1;0;1;1;0
1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;5;2;0;-2.97;0;1;-1;-1;1;0;0;1
1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;6;1;8;-8.31;0;1;1;0;-1;-1;-1;-1
1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;7;1;12;-6.02;-1;-1;-1;-1;-1;-1;1;0
1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;8;1;12;-11.66;-1;-1;1;0;0;1;0;1
1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;9;1;12;-8.02;-1;-1;0;1;1;0;-1;-1
2;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;5;-8;3.07;1;0;1;0;1;0;1;0
2;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;2;5;-8;4.86;1;0;0;1;-1;-1;0;1
2;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;3;5;-8;7.44;1;0;-1;-1;0;1;-1;-1
2;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;4;2;8;1.18;0;1;0;1;0;1;1;0
2;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;5;2;0;1.74;0;1;-1;-1;1;0;0;1
2;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;6;4;0;-2.63;0;1;1;0;-1;-1;-1;-1
2;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;7;5;0;-2.46;-1;-1;-1;-1;-1;-1;1;0
2;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;8;1;8;-6.83;-1;-1;1;0;0;1;0;1
2;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;9;2;8;-2.73;-1;-1;0;1;1;0;-1;-1
3;3;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;4;8;3.68;1;0;1;0;1;0;1;0
3;3;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;2;5;0;3.94;1;0;0;1;-1;-1;0;1
3;3;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;3;5;6;4.17;1;0;-1;-1;0;1;-1;-1
3;3;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;4;4;0;1.9;0;1;0;1;0;1;1;0
3;3;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;5;4;0;0.17;0;1;-1;-1;1;0;0;1
3;3;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;6;2;0;-6.02;0;1;1;0;-1;-1;-1;-1
3;3;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;7;4;0;-1.73;-1;-1;-1;-1;-1;-1;1;0
3;3;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;8;1;24;-8.52;-1;-1;1;0;0;1;0;1
3;3;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;9;2;0;-5.73;-1;-1;0;1;1;0;-1;-1
4;4;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;5;0;2.43;1;0;1;0;1;0;1;0
4;4;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;5;0;4.22;1;0;0;1;-1;-1;0;1
4;4;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3;5;8;6.8;1;0;-1;-1;0;1;-1;-1
4;4;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4;4;8;0.54;0;1;0;1;0;1;1;0
4;4;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5;5;0;1.1;0;1;-1;-1;1;0;0;1
4;4;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;6;4;0;-3.27;0;1;1;0;-1;-1;-1;-1
4;4;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7;4;0;-3.1;-1;-1;-1;-1;-1;-1;1;0
4;4;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;8;1;32;-7.47;-1;-1;1;0;0;1;0;1
4;4;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;9;2;8;-3.37;-1;-1;0;1;1;0;-1;-1
5;5;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;1;5;0;5.97;1;0;1;0;1;0;1;0
5;5;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;2;5;0;7.76;1;0;0;1;-1;-1;0;1
5;5;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;3;5;0;10.34;1;0;-1;-1;0;1;-1;-1
5;5;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;4;4;0;4.08;0;1;0;1;0;1;1;0
5;5;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;5;5;0;4.64;0;1;-1;-1;1;0;0;1
5;5;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;6;4;0;0.27;0;1;1;0;-1;-1;-1;-1
5;5;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;7;4;0;0.44;-1;-1;-1;-1;-1;-1;1;0
5;5;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;8;1;0;-3.93;-1;-1;1;0;0;1;0;1
5;5;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;9;2;0;0.17;-1;-1;0;1;1;0;-1;-1
6;7;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;1;5;10;3.07;1;0;1;0;1;0;1;0
6;7;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;2;5;-10;4.86;1;0;0;1;-1;-1;0;1
6;7;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;3;5;10;7.44;1;0;-1;-1;0;1;-1;-1
6;7;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;4;5;10;1.18;0;1;0;1;0;1;1;0
6;7;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;5;5;10;1.74;0;1;-1;-1;1;0;0;1
6;7;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;6;3;0;-2.63;0;1;1;0;-1;-1;-1;-1
6;7;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;7;3;0;-2.46;-1;-1;-1;-1;-1;-1;1;0
6;7;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;8;1;15;-6.83;-1;-1;1;0;0;1;0;1
6;7;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;9;1;5;-2.73;-1;-1;0;1;1;0;-1;-1
7;8;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;1;4;8;0.44;1;0;1;0;1;0;1;0
7;8;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;2;5;0;0.7;1;0;0;1;-1;-1;0;1
7;8;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;3;4;8;0.93;1;0;-1;-1;0;1;-1;-1
7;8;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;4;2;8;-1.34;0;1;0;1;0;1;1;0
7;8;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;5;2;8;-3.07;0;1;-1;-1;1;0;0;1
7;8;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;6;1;8;-9.26;0;1;1;0;-1;-1;-1;-1
7;8;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;7;2;0;-4.97;-1;-1;-1;-1;-1;-1;1;0
7;8;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;8;1;16;-11.76;-1;-1;1;0;0;1;0;1
7;8;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;9;1;10;-8.97;-1;-1;0;1;1;0;-1;-1
8;9;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;5;0;1.1;1;0;1;0;1;0;1;0
8;9;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;2;5;0;1.36;1;0;0;1;-1;-1;0;1
8;9;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;3;4;8;1.59;1;0;-1;-1;0;1;-1;-1
8;9;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;4;3;8;-0.68;0;1;0;1;0;1;1;0
8;9;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;5;4;4;-2.41;0;1;-1;-1;1;0;0;1
8;9;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;6;2;0;-8.6;0;1;1;0;-1;-1;-1;-1
8;9;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;7;3;0;-4.31;-1;-1;-1;-1;-1;-1;1;0
8;9;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;8;1;16;-11.1;-1;-1;1;0;0;1;0;1
8;9;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;9;1;8;-8.31;-1;-1;0;1;1;0;-1;-1
9;10;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;4;0;2.97;1;0;1;0;1;0;1;0
9;10;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;2;5;0;4.76;1;0;0;1;-1;-1;0;1
9;10;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;3;4;0;7.34;1;0;-1;-1;0;1;-1;-1
9;10;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;4;4;0;1.08;0;1;0;1;0;1;1;0
9;10;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;5;4;0;1.64;0;1;-1;-1;1;0;0;1
9;10;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;6;1;4;-2.73;0;1;1;0;-1;-1;-1;-1
9;10;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;7;4;0;-2.56;-1;-1;-1;-1;-1;-1;1;0
9;10;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;8;1;8;-6.93;-1;-1;1;0;0;1;0;1
9;10;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;9;2;0;-2.83;-1;-1;0;1;1;0;-1;-1
10;11;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;1;5;0;2.28;1;0;1;0;1;0;1;0
10;11;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;2;5;0;4.43;1;0;0;1;-1;-1;0;1
10;11;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;3;5;8;4.77;1;0;-1;-1;0;1;-1;-1
10;11;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;4;5;8;1.07;0;1;0;1;0;1;1;0
10;11;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;5;4;0;-0.08;0;1;-1;-1;1;0;0;1
10;11;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;6;1;0;-5.42;0;1;1;0;-1;-1;-1;-1
10;11;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;7;1;0;-3.13;-1;-1;-1;-1;-1;-1;1;0
10;11;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;8;1;16;-8.77;-1;-1;1;0;0;1;0;1
10;11;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;9;1;0;-5.13;-1;-1;0;1;1;0;-1;-1
11;12;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;5;4;4.73;1;0;1;0;1;0;1;0
11;12;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;2;5;0;6.52;1;0;0;1;-1;-1;0;1
11;12;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;3;5;12;9.1;1;0;-1;-1;0;1;-1;-1
11;12;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;4;5;12;2.84;0;1;0;1;0;1;1;0
11;12;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;5;5;4;3.4;0;1;-1;-1;1;0;0;1
11;12;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;6;4;0;-0.97;0;1;1;0;-1;-1;-1;-1
11;12;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;7;4;0;-0.8;-1;-1;-1;-1;-1;-1;1;0
11;12;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;8;1;12;-5.17;-1;-1;1;0;0;1;0;1
11;12;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;9;4;4;-1.07;-1;-1;0;1;1;0;-1;-1
12;13;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;1;5;0;0.84;1;0;1;0;1;0;1;0
12;13;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;2;5;0;1.1;1;0;0;1;-1;-1;0;1
12;13;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;3;4;0;1.33;1;0;-1;-1;0;1;-1;-1
12;13;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;4;3;0;-0.94;0;1;0;1;0;1;1;0
12;13;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;5;2;0;-2.67;0;1;-1;-1;1;0;0;1
12;13;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;6;1;8;-8.86;0;1;1;0;-1;-1;-1;-1
12;13;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;7;2;0;-4.57;-1;-1;-1;-1;-1;-1;1;0
12;13;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;8;1;12;-11.36;-1;-1;1;0;0;1;0;1
12;13;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;9;1;8;-8.57;-1;-1;0;1;1;0;-1;-1
13;14;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;1;5;0;0.84;1;0;1;0;1;0;1;0
13;14;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;2;5;0;1.1;1;0;0;1;-1;-1;0;1
13;14;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;3;5;0;1.33;1;0;-1;-1;0;1;-1;-1
13;14;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;4;4;0;-0.94;0;1;0;1;0;1;1;0
13;14;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;5;1;0;-2.67;0;1;-1;-1;1;0;0;1
13;14;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;6;1;0;-8.86;0;1;1;0;-1;-1;-1;-1
13;14;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;7;1;0;-4.57;-1;-1;-1;-1;-1;-1;1;0
13;14;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;8;1;0;-11.36;-1;-1;1;0;0;1;0;1
13;14;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;9;1;8;-8.57;-1;-1;0;1;1;0;-1;-1
14;15;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;5;0;3.07;1;0;1;0;1;0;1;0
14;15;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;2;5;0;4.86;1;0;0;1;-1;-1;0;1
14;15;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;3;5;0;7.44;1;0;-1;-1;0;1;-1;-1
14;15;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;4;4;0;1.18;0;1;0;1;0;1;1;0
14;15;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;5;5;0;1.74;0;1;-1;-1;1;0;0;1
14;15;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;6;3;0;-2.63;0;1;1;0;-1;-1;-1;-1
14;15;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;7;5;0;-2.46;-1;-1;-1;-1;-1;-1;1;0
14;15;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;8;1;16;-6.83;-1;-1;1;0;0;1;0;1
14;15;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;9;1;0;-2.73;-1;-1;0;1;1;0;-1;-1
15;16;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;5;8;4.73;1;0;1;0;1;0;1;0
15;16;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;2;5;0;6.52;1;0;0;1;-1;-1;0;1
15;16;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;3;5;8;9.1;1;0;-1;-1;0;1;-1;-1
15;16;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;4;5;8;2.84;0;1;0;1;0;1;1;0
15;16;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;5;5;8;3.4;0;1;-1;-1;1;0;0;1
15;16;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;6;3;0;-0.97;0;1;1;0;-1;-1;-1;-1
15;16;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;7;4;0;-0.8;-1;-1;-1;-1;-1;-1;1;0
15;16;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;8;1;16;-5.17;-1;-1;1;0;0;1;0;1
15;16;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;9;4;8;-1.07;-1;-1;0;1;1;0;-1;-1
16;17;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;4;0;13.64;1;0;1;0;1;0;1;0
16;17;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;2;0;6.03;1;0;0;1;-1;-1;0;1
16;17;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3;3;0;11.69;1;0;-1;-1;0;1;-1;-1
16;17;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;4;2;0;4.53;0;1;0;1;0;1;1;0
16;17;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;5;2;0;7.69;0;1;-1;-1;1;0;0;1
16;17;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6;4;0;3.94;0;1;1;0;-1;-1;-1;-1
16;17;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;7;2;0;5.79;-1;-1;-1;-1;-1;-1;1;0
16;17;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;8;4;0;1.44;-1;-1;1;0;0;1;0;1
16;17;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;9;4;0;0.92;-1;-1;0;1;1;0;-1;-1
17;18;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;3;0;8.29;1;0;1;0;1;0;1;0
17;18;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;2;3;0;7.54;1;0;0;1;-1;-1;0;1
17;18;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;3;3;0;12.76;1;0;-1;-1;0;1;-1;-1
17;18;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;4;3;0;5.82;0;1;0;1;0;1;1;0
17;18;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;5;3;0;8.76;0;1;-1;-1;1;0;0;1
17;18;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;6;3;0;-1.41;0;1;1;0;-1;-1;-1;-1
17;18;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;7;3;0;6.86;-1;-1;-1;-1;-1;-1;1;0
17;18;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;8;3;0;-3.91;-1;-1;1;0;0;1;0;1
17;18;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;9;3;24;1.26;-1;-1;0;1;1;0;-1;-1
18;19;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;0;11.24;1;0;1;0;1;0;1;0
18;19;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;2;0;6.53;1;0;0;1;-1;-1;0;1
18;19;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3;2;0;12.62;1;0;-1;-1;0;1;-1;-1
18;19;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;4;2;0;5.04;0;1;0;1;0;1;1;0
18;19;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;5;2;0;8.62;0;1;-1;-1;1;0;0;1
18;19;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6;3;0;1.54;0;1;1;0;-1;-1;-1;-1
18;19;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;7;2;0;6.72;-1;-1;-1;-1;-1;-1;1;0
18;19;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;8;3;0;-0.96;-1;-1;1;0;0;1;0;1
18;19;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;9;3;0;1.06;-1;-1;0;1;1;0;-1;-1
19;20;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;1;2;0;6.25;1;0;1;0;1;0;1;0
19;20;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;2;5;0;3.67;1;0;0;1;-1;-1;0;1
19;20;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;3;4;0;9.38;1;0;-1;-1;0;1;-1;-1
19;20;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;4;2;0;0.94;0;1;0;1;0;1;1;0
19;20;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;5;4;0;3.68;0;1;-1;-1;1;0;0;1
19;20;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;6;3;0;0.55;0;1;1;0;-1;-1;-1;-1
19;20;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;7;2;0;-0.52;-1;-1;-1;-1;-1;-1;1;0
19;20;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;8;2;0;-3.65;-1;-1;1;0;0;1;0;1
19;20;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;9;2;0;-1.18;-1;-1;0;1;1;0;-1;-1
20;21;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;3;0;7.79;1;0;1;0;1;0;1;0
20;21;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;2;4;0;3.04;1;0;0;1;-1;-1;0;1
20;21;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;3;3;0;8.38;1;0;-1;-1;0;1;-1;-1
20;21;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;4;4;0;0.53;0;1;0;1;0;1;1;0
20;21;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;5;3;0;2.68;0;1;-1;-1;1;0;0;1
20;21;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;6;4;0;2.09;0;1;1;0;-1;-1;-1;-1
20;21;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;7;3;0;-1.52;-1;-1;-1;-1;-1;-1;1;0
20;21;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;8;4;0;-2.11;-1;-1;1;0;0;1;0;1
20;21;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;9;4;0;-1.32;-1;-1;0;1;1;0;-1;-1
21;22;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;8.74;1;0;1;0;1;0;1;0
21;22;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;4;0;6.22;1;0;0;1;-1;-1;0;1
21;22;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;4;0;12.12;1;0;-1;-1;0;1;-1;-1
21;22;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4.19;0;1;0;1;0;1;1;0
21;22;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;4;0;7.27;0;1;-1;-1;1;0;0;1
21;22;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;4;0;1.04;0;1;1;0;-1;-1;-1;-1
21;22;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;2;0;4.22;-1;-1;-1;-1;-1;-1;1;0
